e, e_dot, e_int, stamp, 
10.64960671456593, 0.0, 2.1299213429131862, 7207000000, 
10.799517923400902, 0.4997040294499063, 2.139915423502184, 543387000000, 
10.799376240682852, 0.4992317537230721, 2.149900058576646, 543489000000, 
10.798942419229796, -0.0019183472370206307, 2.159855772220903, 543591000000, 
10.79455582364771, -0.01606805678380378, 2.1595249655706907, 543693000000, 
10.788091486171034, -0.036169776862540935, 2.158772648603236, 543795000000, 
10.780990903723882, -0.04521639974609452, 2.157575880902842, 543897000000, 
10.774122308648504, -0.04656392507509821, 2.156213646569561, 543999000000, 
10.76697902385825, -0.04670626621877597, 2.1548061490820425, 544067000000, 
10.760606428474592, -0.045052933913041215, 2.153447184065423, 544169000000, 
10.753563076396386, -0.044719824872879364, 2.1520765685819487, 544271000000, 
10.746903630857926, -0.04567599205555458, 2.1507382090485936, 544373000000, 
10.739432414027409, -0.04710220789659066, 2.149326608085448, 544475000000, 
10.731284497212672, -0.052063778817513416, 2.1478413694732, 544577000000, 
10.723019121039194, -0.054710976627383445, 2.1462490688186184, 544679000000, 
10.714849450026616, -0.05478349062018495, 2.144610204551898, 544781000000, 
10.706745200048926, -0.05424640330089048, 2.142974251407649, 544883000000, 
10.697990953421758, -0.05619498868285907, 2.14130570689982, 544985000000, 
10.689276467641161, -0.05822910802588529, 2.1396008414074563, 545087000000, 
10.68098831538795, -0.056675460112695454, 2.137883715763391, 545189000000, 
10.672475847481289, -0.05600206719957276, 2.1361827087006935, 545291000000, 
10.663460776155194, -0.0584251307758521, 2.134461662601629, 545393000000, 
10.654586988242531, -0.05962953079585868, 2.1327015741252677, 545495000000, 
10.646053786396237, -0.05802329919652275, 2.1309401033862643, 545597000000, 
10.637413228471393, -0.05724586590379369, 2.129203600207344, 545665000000, 
10.628677806886456, -0.05791993169927068, 2.1274763214502728, 545767000000, 
10.61999636959603, -0.05805619625120902, 2.1257391603302587, 545869000000, 
10.611134043409287, -0.058479211590564496, 2.1239872146594516, 545971000000, 
10.602175069895228, -0.05940433233600828, 2.122220365526703, 546073000000, 
10.593487158862738, -0.058822948488496486, 2.1204530848111505, 546175000000, 
10.584668672775953, -0.05835465706425088, 2.1186887267689283, 546277000000, 
10.575777017033227, -0.05903380609836972, 2.1169288565781277, 546379000000, 
10.567064280800189, -0.05868130658588081, 2.115167331373958, 546481000000, 
10.558057838709558, -0.05906392774556105, 2.1133932757695315, 546583000000, 
10.54919333826169, -0.0595698084616636, 2.1116210305180956, 546685000000, 
10.540198869704493, -0.05952989668355002, 2.109830003111716, 546787000000, 
10.531226900279114, -0.05988812660858637, 2.10804127388302, 546889000000, 
10.522180310829489, -0.06006186291668195, 2.1062404053875396, 546991000000, 
10.513221382412736, -0.0600183928879261, 2.1044419062347557, 547093000000, 
10.504287629485548, -0.059642271146470215, 2.1026459548485184, 547161000000, 
10.495416955362288, -0.059348090168160894, 2.1008617311507045, 547263000000, 
10.48641433051753, -0.05957766322672716, 2.099074594357691, 547365000000, 
10.477546312810277, -0.05956880850670032, 2.097291839912673, 547467000000, 
10.46860009044774, -0.05938080023263126, 2.09550404891837, 547569000000, 
10.459619101366576, -0.05975737147900636, 2.0937177003083063, 547671000000, 
10.450627826356957, -0.0599075469692778, 2.0919231345447513, 547773000000, 
10.441549940980536, -0.06023053462013076, 2.090119791246938, 547875000000, 
10.432528548379619, -0.06033092659112782, 2.088313754381141, 547977000000, 
10.423520160479276, -0.06009926833753454, 2.086506576655962, 548079000000, 
10.414393476596361, -0.06045023927752524, 2.084696145697017, 548181000000, 
10.405276763658152, -0.06081132273707842, 2.0828793600489193, 548283000000, 
10.39630233295144, -0.06030381214973938, 2.08106483821373, 548385000000, 
10.387349803600294, -0.05975653352619403, 2.079261926680659, 548487000000, 
10.378337475011076, -0.05988285980121096, 2.077465974104187, 548589000000, 
10.369190777857789, -0.060530085808352396, 2.0756585370979437, 548691000000, 
10.360293329419914, -0.06014715197053988, 2.0738547721525853, 548759000000, 
10.351215602880544, -0.059917249924149964, 2.072046647343883, 548861000000, 
10.342199270986672, -0.06031352811080618, 2.0702472135524754, 548963000000, 
10.33304502263401, -0.060568600821776876, 2.0684306597667486, 549065000000, 
10.324033651800212, -0.06055206395486697, 2.0666185296947264, 549167000000, 
10.315025207752447, -0.06006604960521263, 2.0648069254791115, 549269000000, 
10.305974803945107, -0.06019615951701714, 2.0630022442331843, 549371000000, 
10.296888609384592, -0.06045532789284991, 2.0611925747388096, 549473000000, 
10.2878285656383, -0.060487461022689835, 2.0593794652645334, 549575000000, 
10.278879781869515, -0.060029425050256435, 2.057573130459494, 549677000000, 
10.269778011607116, -0.060168513437280545, 2.0557657572743286, 549779000000, 
10.260767863491177, -0.06037306126112677, 2.0539617104645203, 549881000000, 
10.2517204230969, -0.06019196170071813, 2.052151086546346, 549983000000, 
10.242701316288091, -0.060221824010285495, 2.050345973525078, 550085000000, 
10.233517728803486, -0.06067564764471456, 2.0485292978792318, 550187000000, 
10.22457979774948, -0.06040506179537294, 2.04671992285607, 550289000000, 
10.215526731413176, -0.059969991301033566, 2.0449082838644093, 550357000000, 
10.206422884481876, -0.06052304422534386, 2.0431019609096355, 550459000000, 
10.197384986752684, -0.06047248220163818, 2.041288973509849, 550561000000, 
10.188352926096051, -0.06023319461941531, 2.0394773864887075, 550663000000, 
10.179321840433657, -0.06021048773009241, 2.037670650218826, 550765000000, 
10.170296906297587, -0.06018673266154906, 2.035864778188486, 550867000000, 
10.161218722665588, -0.060343725893563516, 2.0340558312931223, 550969000000, 
10.152066721458251, -0.06076728279778602, 2.0322388233614284, 551071000000, 
10.143077273168432, -0.06047149832385301, 2.030424181152818, 551173000000, 
10.134116982663276, -0.059832462649917297, 2.028617398485997, 551275000000, 
10.125094318801326, -0.05994318122368725, 2.026819238308869, 551377000000, 
10.11597602348583, -0.06046986392481912, 2.0250124883300287, 551479000000, 
10.10697540559322, -0.060396377360352936, 2.023203049858692, 551581000000, 
10.097923967797547, -0.06017351896094425, 2.021391693125106, 551683000000, 
10.088908070062685, -0.06022445176845063, 2.019587162896897, 551785000000, 
10.079820192971, -0.06034591608848672, 2.017776815388749, 551853000000, 
10.070862810168752, -0.060150866313109695, 2.0159727382134958, 551955000000, 
10.061816449947408, -0.060012476745310295, 2.0141666302058105, 552057000000, 
10.052765226310159, -0.06032527952864205, 2.0123629657617546, 552159000000, 
10.043694275597844, -0.060407247831880305, 2.010551730123694, 552261000000, 
10.034745201215987, -0.06006675031390666, 2.008746980208266, 552363000000, 
10.025650668680633, -0.06014535639070099, 2.0069393430329643, 552465000000, 
10.01659392982371, -0.06050423797425708, 2.0051326533146887, 552567000000, 
10.00755383249396, -0.060322787288911904, 2.0033198953998865, 552669000000, 
9.998587198278482, -0.06002243848409231, 2.001515664039743, 552771000000, 
