imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.04892448506324698, -0.01475499082397041, -0.04403203655692228, 1.34006945435459e-11, -3.0963221346492935e-05, -4.327939394156008e-07, 5.960426155102645e-05, -9.931931137816106e-07, 4798000000, 
-0.08014951888387414, 0.010063451356264776, -0.07682180684791431, 6.700096903008743e-10, -0.0008948917082094842, -7.487047696993886e-07, 0.00020799350013818335, -9.930887802380305e-07, 4898000000, 
-0.08104984635937883, 0.02424262716981304, -0.08063727923550797, 2.964408060939617e-08, -0.001490990104436504, -1.9882144436229965e-05, 0.00032403676199088064, -9.930099367134521e-07, 4998000000, 
-0.08009651809178547, -0.003545689669600626, -0.08013865004064352, -2.6834064261928404e-09, -0.0008466513833711702, 3.1694348806330843e-06, 0.0002705406575768892, -9.930125689902443e-07, 5098000000, 
-0.05776062771268474, 0.02233169058780939, -0.059805365214360376, 1.2815772094436586e-08, -0.0007678018181528478, -1.669151048022828e-05, 0.0002663624502141357, -9.929892489022254e-07, 5198000000, 
-0.06094472360465901, -0.007377275287720147, -0.0608350328774245, -2.188840566767582e-09, -0.0006212038122750492, 3.5235465776543458e-06, 0.0002517013195476598, -9.929679411669251e-07, 5298000000, 
-0.04487197942082045, 0.015034735203003132, -0.0463303558675964, 5.242270040593812e-09, -0.00061978885503647, -8.458154737689407e-06, 0.0002494457694301049, -9.92952406705059e-07, 5398000000, 
-0.03612017651724719, -0.010489999747185924, -0.03705220406781286, -2.3922427815265626e-09, -0.0004867663977621882, 4.9145602336653134e-06, 0.0002346813687389013, -9.929125819100599e-07, 5498000000, 
-0.06408384253326638, 0.005467033842570355, -0.06160240129569584, 8.230385301317741e-10, -0.0004029352990231527, -2.0426071682652012e-06, 0.00022636291637108958, -9.928804340808688e-07, 5598000000, 
-0.04349559938204825, -0.013612028458641016, -0.04515055283817942, -2.786549838222446e-09, -0.0005679658050438009, 4.906192967035314e-06, 0.000245012930666936, -9.929399421493051e-07, 5698000000, 
-0.06550842692348566, -0.01133556324663884, -0.06363811044821918, -2.9621929174749876e-09, -0.0004647856878316394, 6.373244691105873e-06, 0.00023647109738710983, -9.9291214971095e-07, 5798000000, 
-0.03980552251963841, -0.016002555533303153, -0.041985224860385986, -4.394664945412516e-09, -0.0006059260201826296, 7.252807767007495e-06, 0.0002507597962349349, -9.929535073251064e-07, 5898000000, 
-0.09881835270360437, -0.002750005082592419, -0.09360421201548057, -9.797889883601895e-10, -0.0004970856028347842, 1.971066920410972e-06, 0.00023848338034725196, -9.929312818554147e-07, 5998000000, 
-0.03376933722712701, 0.006902161133533733, -0.03924740985664764, 2.683033497881257e-09, -0.0008646101327623341, -3.103171471411352e-06, 0.0002743152830034746, -9.929860666591758e-07, 6098000000, 
-0.022893891386597524, -0.011908228963398809, -0.024389486992187105, -3.79943797123247e-09, -0.00041941675620566984, 9.05886070362276e-06, 0.00023053494643638376, -9.929336664620537e-07, 6198000000, 
-0.06382903443549717, 0.006715787455592177, -0.06021101554376636, 4.5804668342414225e-10, -0.00027672643368181803, -1.6552328497493937e-06, 0.000217978410286614, -9.929147673184397e-07, 6298000000, 
-0.03772789429899656, -0.021558661868193003, -0.03978431053812482, -2.886555677202488e-09, -0.000548085174177715, 5.266618790652657e-06, 0.00024615689909518993, -9.92936548266447e-07, 6398000000, 
-0.07055876649947179, -0.013158982429531091, -0.0677338863212888, -3.0528970537522054e-09, -0.0004421225660256045, 6.905092135865791e-06, 0.00023517513645700068, -9.92928612599156e-07, 6498000000, 
-0.05508776753278616, 0.032448159250017296, -0.056241631826837425, 8.258057611319175e-09, -0.0006574316605758058, -1.2561089017353419e-05, 0.0002558946092143517, -9.929346045848148e-07, 6598000000, 
-0.0782627018559289, -0.01179124598631772, -0.07623895641361732, -3.4463448182735834e-09, -0.0005946378168218162, 5.795704075286359e-06, 0.0002495089884101966, -9.92940846946612e-07, 6698000000, 
-0.05700642981927976, 0.0149657619127922, -0.05876335817696203, 5.5195728285444225e-09, -0.0007293232363981255, -7.568074830309368e-06, 0.0002637739780028693, -9.929440706352296e-07, 6798000000, 
-0.051624930096039766, -0.0017076145467087574, -0.05227426320018415, -2.544736845885118e-10, -0.0005934229996597748, 4.288234273602613e-07, 0.0002509713535866911, -9.929425123943437e-07, 6898000000, 
-0.07077900099881944, 0.010118863682742264, -0.06907798013162951, 2.976391284318478e-09, -0.0005451926000185998, -5.4593391110167955e-06, 0.00024657593679526003, -9.929344345200596e-07, 6998000000, 
-0.05802415430458273, 0.006873793219463723, -0.059031864743175205, 2.705540854410251e-09, -0.0006747834531120453, -4.009494960097971e-06, 0.000259276532924087, -9.929469023253906e-07, 7098000000, 
-0.053800678055688465, 0.009222568338312363, -0.054275257365274276, 3.6734726337519677e-09, -0.0005989140235918601, -6.133555884567693e-06, 0.00025142456392035614, -9.929317599673546e-07, 7198000000, 
-0.04323279688958439, 0.03797028711919488, -0.04424047956404934, 1.1594056692143147e-08, -0.0005445331555738999, -2.129173691898305e-05, 0.000246100714927453, -9.929180847158553e-07, 7298000000, 
-0.02647077985374271, -0.009472063239045942, -0.023823801020584654, -2.468439233587635e-10, -9.207391333987403e-05, 2.6809322467655335e-06, -0.225343961273082, -3.831380366018805e-07, 543456000000, 
-0.04756296397719229, -0.008326595943637006, -0.04538305159343849, -2.0792559524549498e-10, -0.00024240035014002573, 8.577776192376951e-07, -0.22513243652721115, -5.375927492900118e-07, 543486000000, 
-0.07409461900501008, -0.011314036436232732, -0.0714066812497192, -5.995042617061144e-07, 0.06095975890330657, -9.834426390318223e-06, -0.22447798318093726, -7.11673828931237e-06, 543581000000, 
-0.056692291644087095, 0.06311413934320315, -0.05800654101210466, 0.038181796143702214, 0.09482504669043673, 0.40265517894601693, -0.21796328819700014, 2.0839607288365206e-05, 543681000000, 
-0.030223107087457034, 0.02241126225877305, -0.032761077478651715, 0.01714501137701642, 0.09994436958518904, 0.17154554526858684, -0.2083912267275054, 9.287969571777923e-05, 543781000000, 
-0.042592810566187876, -0.0005969458216137785, -0.041691598317623396, 0.01638218608874213, 0.0964451330857839, 0.16986016364528073, -0.19829883633768766, 0.0005588128726619338, 543881000000, 
-0.06804639923315932, 0.04089194295632555, -0.06562441852788925, 0.03775672671953988, 0.09887213820192958, 0.3818742813311893, -0.1887085102266102, 0.0011705742448815514, 543981000000, 
-0.1913938322206895, -0.029344289056067938, -0.17987223769028488, 0.020596965243189515, 0.08188914385951326, 0.2515225373283313, -0.17891899439391887, 0.0019782936523328114, 544081000000, 
-0.053601480768128214, -0.0011743301908188637, -0.06515412419227243, 0.015141700786161469, 0.09196195458002741, 0.1646517938348604, -0.17050073105177335, 0.0029862264179199775, 544181000000, 
-0.210627197532101, -0.08125926447437652, -0.1972922238648484, 0.01571390648799715, 0.08301279508314337, 0.18929499328698096, -0.16141547889430014, 0.0043010723735376006, 544281000000, 
-0.05239614782950838, 0.008945838754356826, -0.06565446223112054, 0.020134911003113633, 0.09376248506271069, 0.21474378574380681, -0.1529602535518764, 0.005668899477985945, 544391000000, 
-0.029995338539348396, 0.021527100064817645, -0.03325391242046516, 0.012588207870153148, 0.09994078319355076, 0.12595666621677498, -0.14364332073682837, 0.007358833561947608, 544486000000, 
-0.06805165085252138, 0.03412222193482388, -0.0648566868099491, 0.010201126521778467, 0.10207615884493684, 0.09993642626457883, -0.13367590327565568, 0.009379348755771557, 544581000000, 
-0.02410935829503934, 0.029486787230262244, -0.02784070143778633, 0.013941163093501834, 0.10074907724880343, 0.13837509458348324, -0.12368008518228917, 0.011536558430404416, 544686000000, 
-0.040658507633764926, -0.0057395437103697905, -0.039483944109671654, 0.01211167628925046, 0.09730357491618892, 0.12447308641725327, -0.11389157805978989, 0.013754833322785957, 544776000000, 
-0.049260513300005575, 0.06847995203441808, -0.04835370235847736, 0.009896609591982441, 0.10574922339717847, 0.09358564795140137, -0.10430104224853458, 0.01606598620522201, 544876000000, 
-0.03430820013031227, 0.05798268186046129, -0.035593365774792975, 0.010695164063165653, 0.1039112651809545, 0.102925934397399, -0.09405476578518296, 0.01866782873297272, 544981000000, 
-0.06156775084434708, 0.005476575234754689, -0.05918739027259358, 0.011853565478807187, 0.09916336269328184, 0.11953573534482657, -0.08394037306377018, 0.021338016278763732, 545081000000, 
-0.025355518705440318, 0.014955392500883218, -0.02845180265785745, 0.010060426022813294, 0.09978073551915043, 0.10082533437411319, -0.07441063113213757, 0.023961160399753687, 545181000000, 
-0.0292214382572476, 0.08285127280779003, -0.02914293349522767, 0.009420467293252225, 0.10631114669372548, 0.0886122253990157, -0.0647246085885826, 0.026749162842476977, 545281000000, 
-0.04509254412755921, 0.05329753305775303, -0.04363006533517218, 0.009610935529546765, 0.10365426883865966, 0.0927210778410527, -0.05455734747238927, 0.02978602066976449, 545411000000, 
-0.07442902787167124, -0.007149733882550565, -0.0716060835332066, 0.008229708810906036, 0.09844489773469024, 0.08359710863924268, -0.04462748829401968, 0.032848162156307675, 545481000000, 
-0.048569700617768316, 0.011453545773133242, -0.05067476327394731, 0.006695244138804426, 0.09943980304827289, 0.06732961986614384, -0.035156074879638656, 0.035864559234137124, 545581000000, 
-0.02150172874616249, 0.019264857799697933, -0.024171411142185708, 0.00689254027070312, 0.10014501207032656, 0.06882559728349578, -0.025634769062476574, 0.03898337429587409, 545676000000, 
-0.055671999792419116, 0.01688963771636847, -0.0527818265921776, 0.006862781349742056, 0.10028801944411926, 0.06843071971887943, -0.0160655826783532, 0.042189674780099815, 545781000000, 
-0.05765880517572618, 0.029199987470827457, -0.057206803292496104, 0.006264714795632823, 0.10087808603257209, 0.06210184037006844, -0.006612748015880751, 0.04542974886522012, 545876000000, 
-0.0789817648422666, 0.049753255913557684, -0.07697969762157858, 0.006009032356214243, 0.10191879748267414, 0.058959019382423136, 0.002980619630763494, 0.04879017823129248, 545981000000, 
-0.04753723887168605, -0.0077553956189065805, -0.050232745597922665, 0.0053561573823532075, 0.09868242495613046, 0.05427671021191769, 0.012626606709122933, 0.05223615000640578, 546086000000, 
-0.05820776655203945, 0.001917089922549287, -0.05747196887799298, 0.004992096753997272, 0.09916799103653837, 0.05033979918135014, 0.021933330582839704, 0.055622480448754424, 546181000000, 
-0.044235790690982, 0.02234488033874675, -0.04544355418356096, 0.004521524213966433, 0.10014032193919917, 0.04515188414025376, 0.031336086253175, 0.05910109999459422, 546281000000, 
-0.09111392183457401, -0.023807230120501056, -0.0869244733589209, 0.003737887852798372, 0.09837552947060699, 0.03799611420556768, 0.04077605026176199, 0.06264727133088333, 546386000000, 
-0.012995609484645329, 0.03934952234337761, -0.019764574725466597, 0.004134756909469652, 0.10027249124760738, 0.04123520676532819, 0.04999067765980188, 0.06615585411800858, 546481000000, 
-0.023067666975886775, 0.02941603698751989, -0.0227627319220184, 0.003898833180191096, 0.10073038972578235, 0.038705629858127845, 0.05948524690152164, 0.06981239309244593, 546581000000, 
-0.019296763446356058, 0.033854364981277446, -0.019612532828834767, 0.003743760574240603, 0.10085216614036323, 0.037121270841422895, 0.0687970986060319, 0.07344299831038066, 546681000000, 
-0.03394283593168004, 0.03248387640531793, -0.032627408581730646, 0.003609018049745857, 0.10079907567297167, 0.03580407881372648, 0.07821484134470645, 0.07715635306619613, 546776000000, 
-0.041439968649544294, 0.0344644104233999, -0.04062935378847204, 0.0036250778714032443, 0.10071784506435327, 0.03599240898260894, 0.08757947595572595, 0.08088893209991027, 546881000000, 
-0.066793788847237, 0.026743546534114433, -0.06439183207166634, 0.0032427547574249865, 0.10039863965028746, 0.0322987917836365, 0.09699345934513945, 0.08468014952237385, 546976000000, 
-0.05306248296845657, -0.011427030093455208, -0.05409693817418426, 0.002514301791553246, 0.09900856706308957, 0.025394790230133316, 0.10628796790435549, 0.08846188837865389, 547081000000, 
-0.041593758936595296, -0.014503587942945664, -0.042735458399827404, 0.002470569703581684, 0.0989848324496024, 0.024959073450364844, 0.1155317740542171, 0.09225697819328535, 547176000000, 
-0.06030536379671681, 0.004724325647965416, -0.05869051555897439, 0.0024356669478835884, 0.09951030800718293, 0.02447652908186934, 0.12469097655457664, 0.09604460122161347, 547276000000, 
-0.058860373860691956, -0.035155070888045384, -0.058840599205020334, 0.0018285466265551824, 0.09855330975437843, 0.018553883488159013, 0.1339674001565954, 0.09990762799685608, 547376000000, 
-0.022363987537726393, 0.0020060864643094587, -0.025702564105877505, 0.002000571321578674, 0.09932813549767439, 0.020141033671426504, 0.14308697685801297, 0.10373112100523571, 547476000000, 
